Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
30,30,5,5,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00002.png
30,30,5,5,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00003.png
30,30,5,5,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00004.png
31,32,6,6,26,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00005.png
31,33,5,6,26,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00006.png
32,32,6,5,27,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00007.png
33,33,6,5,28,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00008.png
32,34,5,6,27,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00009.png
32,34,5,6,27,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00010.png
35,36,6,6,30,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00011.png
35,36,5,5,30,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00012.png
35,38,5,6,30,33,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00013.png
37,38,5,6,32,33,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00014.png
39,41,5,6,34,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00015.png
40,41,5,5,35,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00016.png
43,43,6,6,38,38,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00017.png
44,45,5,6,39,40,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00018.png
47,49,5,6,42,44,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00019.png
48,48,6,5,43,43,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00020.png
51,53,5,6,46,48,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00021.png
55,57,6,6,50,52,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00022.png
59,62,6,6,54,57,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00023.png
61,62,5,5,56,57,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00024.png
73,73,7,6,67,67,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00025.png
85,86,8,8,78,79,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00026.png
94,95,8,8,86,87,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00027.png
110,113,9,10,101,104,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00028.png
129,132,11,11,118,121,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00024_00029.png
28,29,6,5,23,24,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00000.png
28,29,5,6,23,24,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00001.png
30,29,6,5,25,24,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00002.png
30,30,6,5,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00003.png
31,32,6,6,26,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00004.png
31,31,6,5,26,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00005.png
29,30,5,5,24,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00006.png
32,34,6,6,27,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00007.png
33,34,6,6,28,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00008.png
34,34,6,5,29,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00009.png
34,35,6,6,29,30,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00010.png
35,38,5,6,30,33,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00011.png
35,38,5,6,30,33,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00012.png
37,38,6,5,32,33,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00013.png
37,39,6,6,32,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00014.png
39,41,6,6,34,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00015.png
39,41,6,6,34,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00016.png
40,41,6,5,35,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00017.png
42,43,6,5,37,38,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00018.png
43,45,6,6,38,40,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00019.png
46,47,6,5,41,42,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00020.png
46,48,5,5,41,43,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00021.png
49,49,6,5,44,44,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00022.png
51,53,6,6,46,48,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00023.png
52,53,5,5,47,48,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00024.png
58,58,6,5,53,53,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00025.png
59,60,6,5,54,55,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00026.png
64,68,5,6,59,62,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00027.png
73,74,7,6,67,68,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00028.png
82,82,8,7,75,75,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00025_00029.png
26,27,6,6,21,21,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00000.png
27,27,6,6,22,22,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00001.png
27,28,5,6,22,23,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00002.png
30,31,5,6,25,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00003.png
30,29,6,5,25,24,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00004.png
31,31,6,6,26,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00005.png
30,30,6,6,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00006.png
30,31,5,6,25,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00007.png
29,29,5,5,24,24,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00008.png
30,31,5,6,25,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00009.png
33,32,6,5,28,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00010.png
34,34,6,6,29,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00011.png
34,33,6,5,29,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00012.png
33,33,5,5,28,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00013.png
33,34,5,6,28,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00014.png
35,34,6,5,30,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00015.png
36,36,6,6,31,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00016.png
37,37,5,5,32,32,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00017.png
38,37,6,5,33,32,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00018.png
38,39,5,6,33,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00019.png
39,39,5,5,34,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00020.png
41,40,6,5,36,35,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00021.png
42,42,6,6,37,37,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00022.png
42,43,5,6,37,38,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00023.png
44,45,5,6,39,40,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00024.png
47,47,6,6,42,42,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00025.png
48,48,6,6,43,43,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00026.png
50,49,6,5,45,44,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00027.png
51,50,6,5,46,45,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00028.png
54,54,5,5,49,49,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00026_00029.png
26,30,5,5,21,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00000.png
28,30,6,5,23,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00001.png
27,31,5,6,22,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00002.png
29,33,5,6,24,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00003.png
29,33,5,6,24,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00004.png
29,32,5,6,24,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00005.png
30,32,6,6,25,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00006.png
31,33,6,6,26,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00007.png
31,32,6,5,26,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00008.png
33,34,6,5,28,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00009.png
34,35,6,5,29,30,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00010.png
36,37,6,5,31,32,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00011.png
37,39,5,5,32,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00012.png
38,39,6,5,33,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00013.png
39,41,6,6,34,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00014.png
40,42,6,5,35,37,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00015.png
42,46,5,5,37,41,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00016.png
44,47,6,6,39,42,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00017.png
46,48,6,5,41,43,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00018.png
48,50,6,5,43,45,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00019.png
48,50,5,6,43,45,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00020.png
50,51,5,5,45,46,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00021.png
55,55,6,5,50,50,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00022.png
57,58,6,6,52,53,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00023.png
65,64,6,5,60,59,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00024.png
69,70,6,7,63,64,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00025.png
84,85,8,7,77,78,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00026.png
86,88,8,8,79,81,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00027.png
108,110,9,10,99,101,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00028.png
118,118,10,10,108,108,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00027_00029.png
29,30,5,6,24,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00000.png
29,29,5,5,24,24,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00001.png
30,30,6,6,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00002.png
29,30,5,6,24,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00003.png
30,30,5,5,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00004.png
30,31,5,6,25,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00005.png
34,34,6,6,29,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00006.png
35,35,6,6,30,30,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00007.png
34,35,5,6,29,30,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00008.png
36,37,5,6,31,32,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00009.png
37,36,6,5,32,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00010.png
38,38,6,6,33,33,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00011.png
33,33,5,5,28,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00012.png
35,35,5,5,30,30,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00013.png
36,37,5,6,31,32,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00014.png
38,38,6,6,33,33,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00015.png
39,40,5,6,34,35,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00016.png
38,39,5,6,33,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00017.png
40,40,6,6,35,35,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00018.png
40,40,6,6,35,35,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00019.png
42,42,6,6,37,37,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00020.png
45,46,5,6,40,41,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00021.png
48,48,6,6,43,43,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00022.png
48,47,6,5,43,42,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00023.png
52,51,6,5,47,46,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00024.png
55,55,6,6,50,50,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00025.png
57,56,6,5,52,51,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00026.png
61,60,6,5,56,55,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00027.png
63,65,6,6,58,60,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00028.png
74,73,7,6,68,67,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00028_00029.png
28,28,5,5,23,23,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00000.png
29,30,5,6,24,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00001.png
30,30,6,6,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00002.png
29,30,5,6,24,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00003.png
31,31,6,6,26,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00004.png
31,30,6,5,26,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00005.png
31,30,6,5,26,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00006.png
31,30,6,5,26,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00007.png
32,32,6,6,27,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00008.png
33,32,6,5,28,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00009.png
34,33,6,5,29,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00010.png
33,34,6,6,28,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00011.png
33,35,5,6,28,30,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00012.png
35,36,6,6,30,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00013.png
34,35,5,5,29,30,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00014.png
36,36,6,5,31,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00015.png
37,37,6,5,32,32,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00016.png
38,39,6,6,33,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00017.png
38,40,5,6,33,35,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00018.png
39,39,6,5,34,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00019.png
42,42,6,6,37,37,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00020.png
42,42,6,6,37,37,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00021.png
42,42,5,5,37,37,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00022.png
44,43,6,6,39,38,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00023.png
45,44,5,5,40,39,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00024.png
46,44,5,5,41,39,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00025.png
48,46,5,5,43,41,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00026.png
51,48,6,5,46,43,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00027.png
56,51,6,6,51,46,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00028.png
57,52,5,5,52,47,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00029_00029.png
28,28,5,5,23,23,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00000.png
28,28,5,5,23,23,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00001.png
28,29,5,6,23,24,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00002.png
28,29,5,6,23,24,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00003.png
30,31,5,6,25,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00004.png
30,30,5,5,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00005.png
31,30,6,5,26,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00006.png
31,31,6,6,26,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00007.png
30,31,5,6,25,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00008.png
30,30,5,5,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00009.png
30,31,5,6,25,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00010.png
33,33,6,6,28,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00011.png
32,32,5,5,27,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00012.png
33,32,6,5,28,27,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00013.png
34,34,5,5,29,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00014.png
37,36,6,5,32,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00015.png
37,36,6,5,32,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00016.png
37,36,6,5,32,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00017.png
36,36,5,5,31,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00018.png
38,38,5,5,33,33,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00019.png
41,41,6,6,36,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00020.png
41,41,6,6,36,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00021.png
43,43,6,6,38,38,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00022.png
46,47,5,6,41,42,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00023.png
44,45,5,6,39,40,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00024.png
49,49,6,6,44,44,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00025.png
51,50,6,5,46,45,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00026.png
61,60,6,5,56,55,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00027.png
64,65,5,6,59,60,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00028.png
70,70,6,6,64,64,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00030_00029.png
26,28,5,6,20,23,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00000.png
27,28,5,5,21,23,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00001.png
29,31,6,6,24,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00002.png
30,30,5,5,24,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00003.png
30,32,5,6,24,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00004.png
31,31,6,5,25,25,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00005.png
31,32,5,5,25,26,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00006.png
32,33,6,6,27,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00007.png
33,34,6,6,28,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00008.png
33,33,5,5,28,28,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00009.png
35,35,5,5,29,29,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00010.png
35,36,5,6,29,30,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00011.png
37,37,6,6,31,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00012.png
37,36,6,5,32,31,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00013.png
37,38,5,5,32,32,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00014.png
39,40,6,6,34,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00015.png
40,40,6,6,35,35,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00016.png
41,39,6,5,36,34,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00017.png
42,40,6,5,37,35,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00018.png
43,41,6,5,38,36,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00019.png
44,43,6,6,39,38,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00020.png
47,45,5,6,42,40,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00021.png
50,47,6,6,45,42,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00022.png
52,48,6,5,46,42,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00023.png
54,49,6,5,48,44,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00024.png
56,53,5,5,51,48,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00025.png
58,55,5,5,53,50,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00026.png
61,58,6,6,56,53,Kamyonlar_için_öndeki_arac?_geçmek_yasakt?r,Train/10/00010_00031_00027.png
